sample_id,aum,grads
94225,2.2169903039932253,0
32988,2.215676283836365,0
77045,2.19042706489563,0
98381,2.1767699003219603,0
76000,2.1721957683563233,0
91988,2.153965377807617,0
66979,2.145889663696289,0
91345,2.139882469177246,0
90158,2.137505578994751,0
16332,2.1359126806259154,0
84927,2.1262038707733155,0
81022,2.11584267616272,0
94727,2.1147528171539305,0
61273,2.1134360790252686,0
35167,2.1072147369384764,0
3132,2.1027570962905884,0
19940,2.099691152572632,0
86565,2.0976620435714723,0
99101,2.095462512969971,0
39010,2.087699460983276,0
81687,2.087255525588989,0
67483,2.078093957901001,0
90924,2.0763306617736816,0
63741,2.0743534564971924,0
80696,2.074107027053833,0
70625,2.073869323730469,0
16134,2.071901965141296,0
62170,2.071122670173645,0
78493,2.0686019897460937,0
68224,2.06734185218811,0
79387,2.0663196563720705,0
236,2.0586989879608155,0
76974,2.05718412399292,0
76636,2.0544032573699953,0
66775,2.054220128059387,0
79223,2.051112985610962,0
94802,2.0501305103302,0
76733,2.04815137386322,0
82465,2.0480255842208863,0
9658,2.0473935842514037,0
29386,2.046140432357788,0
90540,2.043409585952759,0
80039,2.042757201194763,0
73400,2.0417773723602295,0
60527,2.0416653633117674,0
83629,2.040588641166687,0
89345,2.040144920349121,0
46786,2.038504409790039,0
69912,2.037354564666748,0
63914,2.036875820159912,0
85071,2.0330036878585815,0
77772,2.0288201808929442,0
1115,2.027833890914917,0
98439,2.0273896217346192,0
69350,2.02724974155426,0
96287,2.025495195388794,0
66510,2.024977779388428,0
87354,2.0228325605392454,0
63900,2.022110342979431,0
75015,2.022095227241516,0
55672,2.021752715110779,0
80586,2.0212369203567504,0
68847,2.0207578420639036,0
19356,2.0200802803039553,0
87389,2.019150900840759,0
88094,2.017377996444702,0
99674,2.0169809341430662,0
67679,2.0166398763656614,0
90628,2.0165759086608888,0
17654,2.0149020195007323,0
65109,2.0138601064682007,0
43879,2.013287568092346,0
73137,2.0130748748779297,0
61023,2.012363052368164,0
97806,2.011999011039734,0
49018,2.0107014894485475,0
43432,2.0095468044281004,0
90315,2.0069205284118654,0
100475,2.006640839576721,0
79224,2.0057299375534057,0
98702,2.005472278594971,0
16974,2.0051934480667115,0
72939,2.004947543144226,0
2900,2.0042232275009155,0
69758,2.003758120536804,0
87901,2.00312340259552,0
3710,2.0029465198516845,0
76800,2.0012214183807373,0
46879,1.9991567611694336,0
59527,1.998988437652588,0
73624,1.9985653400421142,0
37838,1.9981011629104615,0
95901,1.9980499982833861,0
62517,1.9978960752487183,0
88300,1.997476863861084,0
60756,1.9964086532592773,0
55743,1.9955731868743896,0
77521,1.9936804056167603,0
71563,1.9932198762893676,0
24493,1.9931671142578125,0
22142,1.9924495220184326,0
61646,1.9918796062469482,0
15646,1.9906650543212892,0
61762,1.9904081583023072,0
22572,1.9896394252777099,0
46613,1.9889470100402833,0
93790,1.988846516609192,0
9083,1.9887984991073608,0
69425,1.9877801895141602,0
15183,1.9872461318969727,0
51270,1.987110424041748,0
77394,1.9867833375930786,0
15903,1.9866284132003784,0
44731,1.9860671997070312,0
72729,1.9859273910522461,0
10591,1.9856631755828857,0
78760,1.9852976560592652,0
36212,1.985222291946411,0
50753,1.9847338438034057,0
97522,1.9844276905059814,0
16864,1.9840816020965577,0
87925,1.9837982892990111,0
99973,1.9836790561676025,0
51453,1.9831333398818969,0
40791,1.9830729246139527,0
80253,1.9822461605072021,0
71394,1.9819715738296508,0
63809,1.9819376468658447,0
3175,1.9800569057464599,0
60381,1.9789479970932007,0
5440,1.9788582086563111,0
91537,1.97738037109375,0
6367,1.976747751235962,0
28341,1.9764802932739258,0
96021,1.9763011932373047,0
84499,1.976192569732666,0
65294,1.9755727291107177,0
81280,1.9754101514816285,0
30422,1.9751856327056885,0
75165,1.9749665975570678,0
69535,1.9749246120452881,0
55570,1.9747087717056275,0
80020,1.9739167928695678,0
68150,1.9735945463180542,0
11178,1.9734232425689697,0
63902,1.97317795753479,0
86497,1.9730175018310547,0
4104,1.9718850374221801,0
56061,1.9718649625778197,0
44861,1.9718591213226317,0
43116,1.9712054014205933,0
98539,1.970904278755188,0
61713,1.9707516431808472,0
84851,1.9702915668487548,0
67961,1.9694490432739258,0
42308,1.9687867403030395,0
87148,1.9685987949371337,0
24187,1.968264675140381,0
100388,1.9682507514953613,0
75158,1.9681209087371827,0
82293,1.9677479028701783,0
75846,1.9671992778778076,0
365,1.966986393928528,0
55203,1.966060757637024,0
57499,1.9658237934112548,0
61780,1.9655878305435182,0
93731,1.9655858755111695,0
68763,1.9650142192840576,0
70947,1.9642235517501831,0
87213,1.9635431051254273,0
82684,1.963477087020874,0
46841,1.9634506702423096,0
62420,1.9632686376571655,0
1173,1.963248324394226,0
98801,1.9631887435913087,0
21566,1.962941312789917,0
77947,1.962620449066162,0
70622,1.9623112678527832,0
39928,1.961944055557251,0
83561,1.9619164943695069,0
70095,1.9617716073989868,0
63149,1.9616008281707764,0
29336,1.96143536567688,0
68703,1.9612956523895264,0
78295,1.9599669456481934,0
54764,1.9592900276184082,0
54090,1.959277629852295,0
1488,1.9592671632766723,0
89410,1.9573145389556885,0
79096,1.9571006298065186,0
4656,1.9569518327713014,0
15341,1.9562788963317872,0
76267,1.9547186613082885,0
8116,1.9545321941375733,0
55263,1.9542298078536988,0
89699,1.9541858673095702,0
43696,1.9540913105010986,0
83198,1.953520655632019,0
1995,1.9530593872070312,0
53401,1.9527753829956054,0
48271,1.952302384376526,0
61428,1.9516898393630981,0
6839,1.9510462284088135,0
59898,1.950638508796692,0
95437,1.950126338005066,0
93450,1.949991226196289,0
58837,1.9499687194824218,0
35232,1.9497369527816772,0
25202,1.949646496772766,0
23706,1.9485312938690185,0
35874,1.9482696771621704,0
5360,1.9480988264083863,0
23934,1.947640061378479,0
62776,1.9465454339981079,0
99701,1.9465383291244507,0
34463,1.9463910102844237,0
69817,1.946223831176758,0
15108,1.9460577726364137,0
11785,1.9460515975952148,0
90784,1.9456276893615723,0
57132,1.9453603029251099,0
67354,1.9451512336730956,0
68281,1.9451425552368165,0
85065,1.9450380325317382,0
1897,1.9448060274124146,0
52112,1.9437043905258178,0
14447,1.943343162536621,0
11747,1.9431569576263428,0
45490,1.9431482076644897,0
61902,1.9422805070877076,0
51794,1.9422574520111084,0
62251,1.941464900970459,0
65125,1.9414435386657716,0
759,1.9412340879440309,0
79447,1.9411187648773194,0
30705,1.9408895015716552,0
56732,1.9404147386550903,0
90557,1.9402185678482056,0
53034,1.9402124166488648,0
91511,1.9399422407150269,0
9620,1.9398515939712524,0
17643,1.938953709602356,0
99094,1.938705611228943,0
94841,1.9381624937057496,0
22233,1.9371154308319092,0
46452,1.9364441156387329,0
51757,1.9361988067626954,0
10079,1.9361250400543213,0
59432,1.9355746269226075,0
9573,1.9355363607406617,0
93441,1.9354979038238525,0
76340,1.9354916572570802,0
85836,1.934949779510498,0
60215,1.9346270322799684,0
91038,1.934048628807068,0
10611,1.9340071439743043,0
78690,1.9325910091400147,0
93606,1.9325668334960937,0
87133,1.9324243068695068,0
47742,1.9323937177658081,0
80858,1.9323551416397096,0
95690,1.93228919506073,0
91061,1.9322407722473145,0
60120,1.932137680053711,0
36680,1.9320294857025146,0
62777,1.932028865814209,0
62685,1.9317407369613648,0
66195,1.9314373016357422,0
79496,1.9298840045928956,0
57826,1.9295697450637816,0
27905,1.9295600652694702,0
69655,1.9293070077896117,0
21303,1.9289871454238892,0
19872,1.9289147853851318,0
26087,1.9286706686019897,0
28137,1.928665852546692,0
84699,1.928659701347351,0
52077,1.9285042762756348,0
100584,1.9283705472946167,0
54600,1.9283483266830443,0
101302,1.928221011161804,0
101348,1.9279155731201172,0
79263,1.9271955490112305,0
68142,1.9270333290100097,0
67337,1.9264183282852172,0
15332,1.9264142274856568,0
26770,1.926293969154358,0
75607,1.9261246919631958,0
5474,1.92570059299469,0
12358,1.925499439239502,0
86525,1.9251770734786988,0
7050,1.9251691579818726,0
28859,1.9251054525375366,0
81029,1.9250671863555908,0
59492,1.9247130393981933,0
50888,1.9243579387664795,0
80210,1.923276710510254,0
8805,1.9223546504974365,0
23060,1.9223475217819215,0
18301,1.9223462343215942,0
68917,1.9220784664154054,0
55813,1.922027850151062,0
14921,1.9219984054565429,0
64371,1.921924614906311,0
61541,1.9218461036682128,0
87063,1.9214697360992432,0
88179,1.9213735818862916,0
82084,1.9208969354629517,0
55675,1.9207575559616088,0
11684,1.9201242685317994,0
90190,1.9196936368942261,0
99234,1.9193334341049195,0
45061,1.9193269968032838,0
71207,1.918887972831726,0
21475,1.9187716960906982,0
66275,1.9186904430389404,0
74989,1.9186187028884887,0
86796,1.9183676958084106,0
77159,1.9182934284210205,0
95636,1.9180583238601685,0
15981,1.9175683736801148,0
42456,1.917517638206482,0
81470,1.9171098947525025,0
45968,1.9169530391693115,0
